dataset,model,alpha,warmstart_points,warm_n,warm_mean_iters,warm_median_iters,warm_std_iters,rand_n,rand_mean_iters,rand_median_iters,rand_std_iters,delta_mean_warm_minus_rand,delta_median_warm_minus_rand
Perovskite_dataset,XGB,1.0,10,1.0,4.0,4.0,0.0,1.0,10.0,10.0,0.0,-6.0,-6.0
Perovskite_dataset,XGB,1.0,11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,1.0,15,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.0,-1.0
Perovskite_dataset,XGB,1.0,18,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,1.0,22,1.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,-2.0,-2.0
Perovskite_dataset,XGB,1.0,23,2.0,1.5,1.5,0.5,2.0,1.0,1.0,0.0,0.5,0.5
Perovskite_dataset,XGB,1.0,26,3.0,1.3333333333333333,1.0,0.4714045207910317,3.0,11.666666666666666,1.0,15.084944665313014,-10.333333333333332,0.0
Perovskite_dataset,XGB,1.0,27,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,1.0,29,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,1.0,42,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,1.0,43,2.0,4.5,4.5,0.5,2.0,6.0,6.0,4.0,-1.5,-1.5
Perovskite_dataset,XGB,1.0,45,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,-1.0,-1.0
Perovskite_dataset,XGB,1.0,54,1.0,1.0,1.0,0.0,1.0,23.0,23.0,0.0,-22.0,-22.0
Perovskite_dataset,XGB,1.0,60,1.0,3.0,3.0,0.0,1.0,6.0,6.0,0.0,-3.0,-3.0
Perovskite_dataset,XGB,1.0,73,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0
matbench_steels (composition),BNN,0.1,2,1.0,17.0,17.0,0.0,1.0,25.0,25.0,0.0,-8.0,-8.0
matbench_steels (composition),BNN,0.1,8,1.0,13.0,13.0,0.0,1.0,24.0,24.0,0.0,-11.0,-11.0
matbench_steels (composition),BNN,0.1,13,1.0,14.0,14.0,0.0,1.0,11.0,11.0,0.0,3.0,3.0
matbench_steels (composition),BNN,0.1,15,1.0,15.0,15.0,0.0,1.0,53.0,53.0,0.0,-38.0,-38.0
matbench_steels (composition),BNN,0.1,24,1.0,9.0,9.0,0.0,1.0,26.0,26.0,0.0,-17.0,-17.0
matbench_steels (composition),BNN,0.1,39,1.0,20.0,20.0,0.0,1.0,23.0,23.0,0.0,-3.0,-3.0
matbench_steels (composition),BNN,0.1,40,1.0,23.0,23.0,0.0,1.0,30.0,30.0,0.0,-7.0,-7.0
matbench_steels (composition),BNN,0.1,42,1.0,18.0,18.0,0.0,1.0,17.0,17.0,0.0,1.0,1.0
matbench_steels (composition),BNN,0.1,43,1.0,15.0,15.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0
matbench_steels (composition),BNN,0.1,54,1.0,32.0,32.0,0.0,1.0,13.0,13.0,0.0,19.0,19.0
matbench_steels (composition),BNN,0.1,83,1.0,10.0,10.0,0.0,1.0,3.0,3.0,0.0,7.0,7.0
matbench_steels (composition),BNN,0.1,110,1.0,17.0,17.0,0.0,1.0,12.0,12.0,0.0,5.0,5.0
matbench_steels (composition),BNN,0.1,119,1.0,16.0,16.0,0.0,1.0,8.0,8.0,0.0,8.0,8.0
matbench_steels (composition),BNN,0.1,120,1.0,75.0,75.0,0.0,1.0,11.0,11.0,0.0,64.0,64.0
matbench_steels (composition),BNN,0.1,130,1.0,10.0,10.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0
matbench_steels (composition),BNN,0.1,146,1.0,11.0,11.0,0.0,1.0,6.0,6.0,0.0,5.0,5.0
matbench_steels (composition),BNN,0.1,157,1.0,11.0,11.0,0.0,1.0,5.0,5.0,0.0,6.0,6.0
matbench_steels (composition),BNN,0.1,158,1.0,8.0,8.0,0.0,1.0,14.0,14.0,0.0,-6.0,-6.0
matbench_steels (composition),BNN,0.1,169,1.0,5.0,5.0,0.0,1.0,8.0,8.0,0.0,-3.0,-3.0
matbench_steels (composition),BNN,0.1,170,1.0,9.0,9.0,0.0,1.0,1.0,1.0,0.0,8.0,8.0
matbench_steels (composition),BNN,0.5,2,1.0,17.0,17.0,0.0,1.0,25.0,25.0,0.0,-8.0,-8.0
matbench_steels (composition),BNN,0.5,8,1.0,13.0,13.0,0.0,1.0,24.0,24.0,0.0,-11.0,-11.0
matbench_steels (composition),BNN,0.5,13,1.0,14.0,14.0,0.0,1.0,11.0,11.0,0.0,3.0,3.0
matbench_steels (composition),BNN,0.5,15,1.0,15.0,15.0,0.0,1.0,53.0,53.0,0.0,-38.0,-38.0
matbench_steels (composition),BNN,0.5,24,1.0,9.0,9.0,0.0,1.0,31.0,31.0,0.0,-22.0,-22.0
matbench_steels (composition),BNN,0.5,39,1.0,20.0,20.0,0.0,1.0,23.0,23.0,0.0,-3.0,-3.0
matbench_steels (composition),BNN,0.5,40,1.0,23.0,23.0,0.0,1.0,27.0,27.0,0.0,-4.0,-4.0
matbench_steels (composition),BNN,0.5,42,1.0,17.0,17.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0
matbench_steels (composition),BNN,0.5,43,1.0,15.0,15.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0
matbench_steels (composition),BNN,0.5,54,1.0,32.0,32.0,0.0,1.0,13.0,13.0,0.0,19.0,19.0
matbench_steels (composition),BNN,0.5,83,1.0,10.0,10.0,0.0,1.0,3.0,3.0,0.0,7.0,7.0
matbench_steels (composition),BNN,0.5,110,1.0,17.0,17.0,0.0,1.0,12.0,12.0,0.0,5.0,5.0
matbench_steels (composition),BNN,0.5,119,1.0,15.0,15.0,0.0,1.0,8.0,8.0,0.0,7.0,7.0
matbench_steels (composition),BNN,0.5,120,1.0,57.0,57.0,0.0,1.0,13.0,13.0,0.0,44.0,44.0
matbench_steels (composition),BNN,0.5,130,1.0,10.0,10.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0
matbench_steels (composition),BNN,0.5,146,1.0,11.0,11.0,0.0,1.0,6.0,6.0,0.0,5.0,5.0
matbench_steels (composition),BNN,0.5,157,1.0,11.0,11.0,0.0,1.0,5.0,5.0,0.0,6.0,6.0
matbench_steels (composition),BNN,0.5,158,1.0,8.0,8.0,0.0,1.0,14.0,14.0,0.0,-6.0,-6.0
matbench_steels (composition),BNN,0.5,169,1.0,5.0,5.0,0.0,1.0,8.0,8.0,0.0,-3.0,-3.0
matbench_steels (composition),BNN,0.5,170,1.0,9.0,9.0,0.0,1.0,1.0,1.0,0.0,8.0,8.0
matbench_steels (composition),BNN,1.0,2,1.0,17.0,17.0,0.0,1.0,25.0,25.0,0.0,-8.0,-8.0
matbench_steels (composition),BNN,1.0,8,1.0,13.0,13.0,0.0,1.0,24.0,24.0,0.0,-11.0,-11.0
matbench_steels (composition),BNN,1.0,13,1.0,14.0,14.0,0.0,1.0,11.0,11.0,0.0,3.0,3.0
matbench_steels (composition),BNN,1.0,15,1.0,15.0,15.0,0.0,1.0,53.0,53.0,0.0,-38.0,-38.0
matbench_steels (composition),BNN,1.0,24,1.0,9.0,9.0,0.0,1.0,31.0,31.0,0.0,-22.0,-22.0
matbench_steels (composition),BNN,1.0,39,1.0,20.0,20.0,0.0,1.0,23.0,23.0,0.0,-3.0,-3.0
matbench_steels (composition),BNN,1.0,40,1.0,22.0,22.0,0.0,1.0,27.0,27.0,0.0,-5.0,-5.0
matbench_steels (composition),BNN,1.0,42,1.0,17.0,17.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0
matbench_steels (composition),BNN,1.0,43,1.0,15.0,15.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0
matbench_steels (composition),BNN,1.0,54,1.0,31.0,31.0,0.0,1.0,13.0,13.0,0.0,18.0,18.0
matbench_steels (composition),BNN,1.0,83,1.0,10.0,10.0,0.0,1.0,3.0,3.0,0.0,7.0,7.0
matbench_steels (composition),BNN,1.0,110,1.0,14.0,14.0,0.0,1.0,12.0,12.0,0.0,2.0,2.0
matbench_steels (composition),BNN,1.0,119,1.0,16.0,16.0,0.0,1.0,8.0,8.0,0.0,8.0,8.0
matbench_steels (composition),BNN,1.0,120,1.0,47.0,47.0,0.0,1.0,13.0,13.0,0.0,34.0,34.0
matbench_steels (composition),BNN,1.0,130,1.0,10.0,10.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0
matbench_steels (composition),BNN,1.0,146,1.0,11.0,11.0,0.0,1.0,6.0,6.0,0.0,5.0,5.0
matbench_steels (composition),BNN,1.0,157,1.0,11.0,11.0,0.0,1.0,5.0,5.0,0.0,6.0,6.0
matbench_steels (composition),BNN,1.0,158,1.0,9.0,9.0,0.0,1.0,14.0,14.0,0.0,-5.0,-5.0
matbench_steels (composition),BNN,1.0,169,1.0,5.0,5.0,0.0,1.0,8.0,8.0,0.0,-3.0,-3.0
matbench_steels (composition),BNN,1.0,170,1.0,9.0,9.0,0.0,1.0,1.0,1.0,0.0,8.0,8.0
matbench_steels (composition),GPR,0.1,2,1.0,1.0,1.0,0.0,1.0,206.0,206.0,0.0,-205.0,-205.0
matbench_steels (composition),GPR,0.1,8,1.0,18.0,18.0,0.0,1.0,38.0,38.0,0.0,-20.0,-20.0
matbench_steels (composition),GPR,0.1,13,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.0,-16.0,-16.0
matbench_steels (composition),GPR,0.1,15,1.0,10.0,10.0,0.0,1.0,53.0,53.0,0.0,-43.0,-43.0
matbench_steels (composition),GPR,0.1,24,1.0,8.0,8.0,0.0,1.0,21.0,21.0,0.0,-13.0,-13.0
matbench_steels (composition),GPR,0.1,39,1.0,8.0,8.0,0.0,1.0,14.0,14.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,0.1,40,1.0,9.0,9.0,0.0,1.0,16.0,16.0,0.0,-7.0,-7.0
matbench_steels (composition),GPR,0.1,42,1.0,7.0,7.0,0.0,1.0,13.0,13.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,0.1,43,1.0,7.0,7.0,0.0,1.0,13.0,13.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,0.1,54,1.0,35.0,35.0,0.0,1.0,10.0,10.0,0.0,25.0,25.0
matbench_steels (composition),GPR,0.1,83,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
matbench_steels (composition),GPR,0.1,110,1.0,107.0,107.0,0.0,1.0,11.0,11.0,0.0,96.0,96.0
matbench_steels (composition),GPR,0.1,119,1.0,43.0,43.0,0.0,1.0,9.0,9.0,0.0,34.0,34.0
matbench_steels (composition),GPR,0.1,120,1.0,66.0,66.0,0.0,1.0,9.0,9.0,0.0,57.0,57.0
matbench_steels (composition),GPR,0.1,130,1.0,9.0,9.0,0.0,1.0,6.0,6.0,0.0,3.0,3.0
matbench_steels (composition),GPR,0.1,146,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0
matbench_steels (composition),GPR,0.1,157,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0
matbench_steels (composition),GPR,0.1,158,1.0,3.0,3.0,0.0,1.0,10.0,10.0,0.0,-7.0,-7.0
matbench_steels (composition),GPR,0.1,169,1.0,6.0,6.0,0.0,1.0,8.0,8.0,0.0,-2.0,-2.0
matbench_steels (composition),GPR,0.1,170,1.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0
matbench_steels (composition),GPR,0.5,2,1.0,1.0,1.0,0.0,1.0,200.0,200.0,0.0,-199.0,-199.0
matbench_steels (composition),GPR,0.5,8,1.0,18.0,18.0,0.0,1.0,37.0,37.0,0.0,-19.0,-19.0
matbench_steels (composition),GPR,0.5,13,1.0,5.0,5.0,0.0,1.0,17.0,17.0,0.0,-12.0,-12.0
matbench_steels (composition),GPR,0.5,15,1.0,10.0,10.0,0.0,1.0,53.0,53.0,0.0,-43.0,-43.0
matbench_steels (composition),GPR,0.5,24,1.0,8.0,8.0,0.0,1.0,21.0,21.0,0.0,-13.0,-13.0
matbench_steels (composition),GPR,0.5,39,1.0,8.0,8.0,0.0,1.0,14.0,14.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,0.5,40,1.0,9.0,9.0,0.0,1.0,15.0,15.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,0.5,42,1.0,7.0,7.0,0.0,1.0,15.0,15.0,0.0,-8.0,-8.0
matbench_steels (composition),GPR,0.5,43,1.0,7.0,7.0,0.0,1.0,13.0,13.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,0.5,54,1.0,35.0,35.0,0.0,1.0,10.0,10.0,0.0,25.0,25.0
matbench_steels (composition),GPR,0.5,83,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0
matbench_steels (composition),GPR,0.5,110,1.0,107.0,107.0,0.0,1.0,11.0,11.0,0.0,96.0,96.0
matbench_steels (composition),GPR,0.5,119,1.0,43.0,43.0,0.0,1.0,9.0,9.0,0.0,34.0,34.0
matbench_steels (composition),GPR,0.5,120,1.0,54.0,54.0,0.0,1.0,9.0,9.0,0.0,45.0,45.0
matbench_steels (composition),GPR,0.5,130,1.0,9.0,9.0,0.0,1.0,6.0,6.0,0.0,3.0,3.0
matbench_steels (composition),GPR,0.5,146,1.0,9.0,9.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0
matbench_steels (composition),GPR,0.5,157,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0
matbench_steels (composition),GPR,0.5,158,1.0,3.0,3.0,0.0,1.0,10.0,10.0,0.0,-7.0,-7.0
matbench_steels (composition),GPR,0.5,169,1.0,6.0,6.0,0.0,1.0,8.0,8.0,0.0,-2.0,-2.0
matbench_steels (composition),GPR,0.5,170,1.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0
matbench_steels (composition),GPR,1.0,2,1.0,1.0,1.0,0.0,1.0,190.0,190.0,0.0,-189.0,-189.0
matbench_steels (composition),GPR,1.0,8,1.0,18.0,18.0,0.0,1.0,37.0,37.0,0.0,-19.0,-19.0
matbench_steels (composition),GPR,1.0,13,1.0,7.0,7.0,0.0,1.0,16.0,16.0,0.0,-9.0,-9.0
matbench_steels (composition),GPR,1.0,15,1.0,10.0,10.0,0.0,1.0,52.0,52.0,0.0,-42.0,-42.0
matbench_steels (composition),GPR,1.0,24,1.0,8.0,8.0,0.0,1.0,19.0,19.0,0.0,-11.0,-11.0
matbench_steels (composition),GPR,1.0,39,1.0,7.0,7.0,0.0,1.0,14.0,14.0,0.0,-7.0,-7.0
matbench_steels (composition),GPR,1.0,40,1.0,9.0,9.0,0.0,1.0,23.0,23.0,0.0,-14.0,-14.0
matbench_steels (composition),GPR,1.0,42,1.0,7.0,7.0,0.0,1.0,15.0,15.0,0.0,-8.0,-8.0
matbench_steels (composition),GPR,1.0,43,1.0,8.0,8.0,0.0,1.0,14.0,14.0,0.0,-6.0,-6.0
matbench_steels (composition),GPR,1.0,54,1.0,31.0,31.0,0.0,1.0,10.0,10.0,0.0,21.0,21.0
matbench_steels (composition),GPR,1.0,83,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0
matbench_steels (composition),GPR,1.0,110,1.0,103.0,103.0,0.0,1.0,11.0,11.0,0.0,92.0,92.0
matbench_steels (composition),GPR,1.0,119,1.0,43.0,43.0,0.0,1.0,9.0,9.0,0.0,34.0,34.0
matbench_steels (composition),GPR,1.0,120,1.0,54.0,54.0,0.0,1.0,9.0,9.0,0.0,45.0,45.0
matbench_steels (composition),GPR,1.0,130,1.0,9.0,9.0,0.0,1.0,6.0,6.0,0.0,3.0,3.0
matbench_steels (composition),GPR,1.0,146,1.0,7.0,7.0,0.0,1.0,8.0,8.0,0.0,-1.0,-1.0
matbench_steels (composition),GPR,1.0,157,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0
matbench_steels (composition),GPR,1.0,158,1.0,3.0,3.0,0.0,1.0,10.0,10.0,0.0,-7.0,-7.0
matbench_steels (composition),GPR,1.0,169,1.0,6.0,6.0,0.0,1.0,8.0,8.0,0.0,-2.0,-2.0
matbench_steels (composition),GPR,1.0,170,1.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0
matbench_steels (composition),RFR,0.1,2,1.0,5.0,5.0,0.0,1.0,7.0,7.0,0.0,-2.0,-2.0
matbench_steels (composition),RFR,0.1,8,1.0,11.0,11.0,0.0,1.0,17.0,17.0,0.0,-6.0,-6.0
matbench_steels (composition),RFR,0.1,13,1.0,10.0,10.0,0.0,1.0,9.0,9.0,0.0,1.0,1.0
matbench_steels (composition),RFR,0.1,15,1.0,9.0,9.0,0.0,1.0,93.0,93.0,0.0,-84.0,-84.0
matbench_steels (composition),RFR,0.1,24,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0.0,-7.0,-7.0
matbench_steels (composition),RFR,0.1,39,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,-3.0,-3.0
matbench_steels (composition),RFR,0.1,40,1.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0
matbench_steels (composition),RFR,0.1,42,1.0,7.0,7.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0
matbench_steels (composition),RFR,0.1,43,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
matbench_steels (composition),RFR,0.1,54,1.0,5.0,5.0,0.0,1.0,6.0,6.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,0.1,83,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,0.1,110,1.0,31.0,31.0,0.0,1.0,1.0,1.0,0.0,30.0,30.0
matbench_steels (composition),RFR,0.1,119,1.0,10.0,10.0,0.0,1.0,3.0,3.0,0.0,7.0,7.0
matbench_steels (composition),RFR,0.1,120,1.0,54.0,54.0,0.0,1.0,2.0,2.0,0.0,52.0,52.0
matbench_steels (composition),RFR,0.1,130,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,-6.0,-6.0
matbench_steels (composition),RFR,0.1,146,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.1,157,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.1,158,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,-6.0,-6.0
matbench_steels (composition),RFR,0.1,169,1.0,3.0,3.0,0.0,1.0,7.0,7.0,0.0,-4.0,-4.0
matbench_steels (composition),RFR,0.1,170,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0
matbench_steels (composition),RFR,0.5,2,1.0,16.0,16.0,0.0,1.0,7.0,7.0,0.0,9.0,9.0
matbench_steels (composition),RFR,0.5,8,1.0,11.0,11.0,0.0,1.0,16.0,16.0,0.0,-5.0,-5.0
matbench_steels (composition),RFR,0.5,13,1.0,13.0,13.0,0.0,1.0,4.0,4.0,0.0,9.0,9.0
matbench_steels (composition),RFR,0.5,15,1.0,6.0,6.0,0.0,1.0,74.0,74.0,0.0,-68.0,-68.0
matbench_steels (composition),RFR,0.5,24,1.0,13.0,13.0,0.0,1.0,6.0,6.0,0.0,7.0,7.0
matbench_steels (composition),RFR,0.5,39,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,0.5,40,1.0,9.0,9.0,0.0,1.0,4.0,4.0,0.0,5.0,5.0
matbench_steels (composition),RFR,0.5,42,1.0,8.0,8.0,0.0,1.0,4.0,4.0,0.0,4.0,4.0
matbench_steels (composition),RFR,0.5,43,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0
matbench_steels (composition),RFR,0.5,54,1.0,6.0,6.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.5,83,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,0.5,110,1.0,32.0,32.0,0.0,1.0,2.0,2.0,0.0,30.0,30.0
matbench_steels (composition),RFR,0.5,119,1.0,11.0,11.0,0.0,1.0,2.0,2.0,0.0,9.0,9.0
matbench_steels (composition),RFR,0.5,120,1.0,41.0,41.0,0.0,1.0,2.0,2.0,0.0,39.0,39.0
matbench_steels (composition),RFR,0.5,130,1.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.5,146,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.5,157,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.5,158,1.0,2.0,2.0,0.0,1.0,9.0,9.0,0.0,-7.0,-7.0
matbench_steels (composition),RFR,0.5,169,1.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
matbench_steels (composition),RFR,0.5,170,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,1.0,2,1.0,20.0,20.0,0.0,1.0,12.0,12.0,0.0,8.0,8.0
matbench_steels (composition),RFR,1.0,8,1.0,3.0,3.0,0.0,1.0,12.0,12.0,0.0,-9.0,-9.0
matbench_steels (composition),RFR,1.0,13,1.0,21.0,21.0,0.0,1.0,4.0,4.0,0.0,17.0,17.0
matbench_steels (composition),RFR,1.0,15,1.0,26.0,26.0,0.0,1.0,12.0,12.0,0.0,14.0,14.0
matbench_steels (composition),RFR,1.0,24,1.0,28.0,28.0,0.0,1.0,5.0,5.0,0.0,23.0,23.0
matbench_steels (composition),RFR,1.0,39,1.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0
matbench_steels (composition),RFR,1.0,40,1.0,23.0,23.0,0.0,1.0,2.0,2.0,0.0,21.0,21.0
matbench_steels (composition),RFR,1.0,42,1.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0
matbench_steels (composition),RFR,1.0,43,1.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0
matbench_steels (composition),RFR,1.0,54,1.0,14.0,14.0,0.0,1.0,4.0,4.0,0.0,10.0,10.0
matbench_steels (composition),RFR,1.0,83,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.0,-18.0,-18.0
matbench_steels (composition),RFR,1.0,110,1.0,33.0,33.0,0.0,1.0,12.0,12.0,0.0,21.0,21.0
matbench_steels (composition),RFR,1.0,119,1.0,23.0,23.0,0.0,1.0,3.0,3.0,0.0,20.0,20.0
matbench_steels (composition),RFR,1.0,120,1.0,22.0,22.0,0.0,1.0,4.0,4.0,0.0,18.0,18.0
matbench_steels (composition),RFR,1.0,130,1.0,12.0,12.0,0.0,1.0,10.0,10.0,0.0,2.0,2.0
matbench_steels (composition),RFR,1.0,146,1.0,4.0,4.0,0.0,1.0,5.0,5.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,1.0,157,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0
matbench_steels (composition),RFR,1.0,158,1.0,6.0,6.0,0.0,1.0,10.0,10.0,0.0,-4.0,-4.0
matbench_steels (composition),RFR,1.0,169,1.0,5.0,5.0,0.0,1.0,6.0,6.0,0.0,-1.0,-1.0
matbench_steels (composition),RFR,1.0,170,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.0,-5.0,-5.0
matbench_steels (composition),XGB,0.1,2,1.0,13.0,13.0,0.0,1.0,63.0,63.0,0.0,-50.0,-50.0
matbench_steels (composition),XGB,0.1,8,1.0,8.0,8.0,0.0,1.0,30.0,30.0,0.0,-22.0,-22.0
matbench_steels (composition),XGB,0.1,13,1.0,9.0,9.0,0.0,1.0,13.0,13.0,0.0,-4.0,-4.0
matbench_steels (composition),XGB,0.1,15,1.0,11.0,11.0,0.0,1.0,90.0,90.0,0.0,-79.0,-79.0
matbench_steels (composition),XGB,0.1,24,1.0,9.0,9.0,0.0,1.0,6.0,6.0,0.0,3.0,3.0
matbench_steels (composition),XGB,0.1,39,1.0,2.0,2.0,0.0,1.0,8.0,8.0,0.0,-6.0,-6.0
matbench_steels (composition),XGB,0.1,40,1.0,9.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0
matbench_steels (composition),XGB,0.1,42,1.0,9.0,9.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0
matbench_steels (composition),XGB,0.1,43,1.0,7.0,7.0,0.0,1.0,8.0,8.0,0.0,-1.0,-1.0
matbench_steels (composition),XGB,0.1,54,1.0,12.0,12.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0
matbench_steels (composition),XGB,0.1,83,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
matbench_steels (composition),XGB,0.1,110,1.0,27.0,27.0,0.0,1.0,9.0,9.0,0.0,18.0,18.0
matbench_steels (composition),XGB,0.1,119,1.0,23.0,23.0,0.0,1.0,8.0,8.0,0.0,15.0,15.0
matbench_steels (composition),XGB,0.1,120,1.0,46.0,46.0,0.0,1.0,8.0,8.0,0.0,38.0,38.0
matbench_steels (composition),XGB,0.1,130,1.0,7.0,7.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0
matbench_steels (composition),XGB,0.1,146,1.0,2.0,2.0,0.0,1.0,7.0,7.0,0.0,-5.0,-5.0
matbench_steels (composition),XGB,0.1,157,1.0,8.0,8.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0
matbench_steels (composition),XGB,0.1,158,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,-4.0,-4.0
matbench_steels (composition),XGB,0.1,169,1.0,3.0,3.0,0.0,1.0,7.0,7.0,0.0,-4.0,-4.0
matbench_steels (composition),XGB,0.1,170,1.0,3.0,3.0,0.0,1.0,4.0,4.0,0.0,-1.0,-1.0
matbench_steels (composition),XGB,0.5,2,1.0,14.0,14.0,0.0,1.0,9.0,9.0,0.0,5.0,5.0
matbench_steels (composition),XGB,0.5,8,1.0,11.0,11.0,0.0,1.0,19.0,19.0,0.0,-8.0,-8.0
matbench_steels (composition),XGB,0.5,13,1.0,9.0,9.0,0.0,1.0,13.0,13.0,0.0,-4.0,-4.0
matbench_steels (composition),XGB,0.5,15,1.0,11.0,11.0,0.0,1.0,81.0,81.0,0.0,-70.0,-70.0
matbench_steels (composition),XGB,0.5,24,1.0,9.0,9.0,0.0,1.0,6.0,6.0,0.0,3.0,3.0
matbench_steels (composition),XGB,0.5,39,1.0,2.0,2.0,0.0,1.0,9.0,9.0,0.0,-7.0,-7.0
matbench_steels (composition),XGB,0.5,40,1.0,9.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0
matbench_steels (composition),XGB,0.5,42,1.0,9.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0
matbench_steels (composition),XGB,0.5,43,1.0,7.0,7.0,0.0,1.0,8.0,8.0,0.0,-1.0,-1.0
matbench_steels (composition),XGB,0.5,54,1.0,12.0,12.0,0.0,1.0,9.0,9.0,0.0,3.0,3.0
matbench_steels (composition),XGB,0.5,83,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
matbench_steels (composition),XGB,0.5,110,1.0,33.0,33.0,0.0,1.0,9.0,9.0,0.0,24.0,24.0
